checkin_id,checkin_date,rating,comment,user_location,beer_name,beer_style,beer_abv,brewery_name,brewery_country,venue_name
1082851932,2021-10-01,1.3,"","",Gintarinis (Amber),Pilsner - Other,4.6,Švyturys,Lithuania,Congress Avenue Hotel
1082969548,2021-10-01,2.8,"",Vilnius,Alyno Pavasarinis,Lager - Euro Pale,5.0,UAB Alynas,Lithuania,Justiniškės
1082973046,2021-10-01,3.8,Puikus aromatas,Vilnius,Dangerousse,Red Ale - Other,6.5,Brouwerij De Brabandere,Belgium,LNK
1082982808,2021-10-01,0.0,"","",Vasara / Summer,Cider - Traditional,4.5,Tālavas Sidrs,Latvia,manoalus.lt
1082982901,2021-10-01,0.0,"","",Pepiņš ,Cider - Traditional,4.5,Abuls Sidra Darītava,Latvia,manoalus.lt
1082982967,2021-10-01,0.0,"","",Lark,Pale Ale - New England,4.9,Browar Nepomucen,Poland,manoalus.lt
1082982997,2021-10-01,0.0,"","",The Nurse,Hefeweizen,4.9,Brokreacja,Poland,manoalus.lt
1082983043,2021-10-01,0.0,"","",Double Gelato: Banana & Bilberry Peanut Butter Cheesecake,Sour - Fruited,7.5,Funky Fluid,Poland,manoalus.lt
1082983270,2021-10-01,0.0,"","",Wit,Wheat Beer - Witbier,5.5,Brouwerij St.Bernardus,Belgium,manoalus.lt
1082983311,2021-10-01,0.0,"","",Fruitful Memories,Sour - Fruited,5.6,Maltgarden,Poland,manoalus.lt
1082983382,2021-10-01,0.0,"","",Soplicowy Pils,Pilsner - Other,0.0,Browar Zaścianki,Poland,manoalus.lt
1082983421,2021-10-01,0.0,"","",Sorachi Ninja,Lager - Japanese Rice,5.0,Piwne Podziemie,Poland,manoalus.lt
1082983487,2021-10-01,3.0,"","",Carpio Koźlak Jesienny,Bock - Single / Traditional,6.2,Browar Nepomucen,Poland,manoalus.lt
1082983740,2021-10-01,0.0,"","","Tropical Smoothie: Pineapple, Mango & Peach",Fruit Beer,5.0,Funky Fluid,Poland,manoalus.lt
1082983784,2021-10-01,0.0,"","",Smasher: Azacca & Talus,IPA - Triple New England,11.0,Funky Fluid,Poland,manoalus.lt
1082983841,2021-10-01,0.0,"","",PaleAle'Ozoic,Pale Ale - American,4.5,Browar Gwarek,Poland,manoalus.lt
1082983934,2021-10-01,0.0,"","",Lyra,Fruit Beer,5.8,Brokreacja,Poland,manoalus.lt
1082983994,2021-10-01,0.0,"","",Good Company,IPA - New England,6.3,Raduga,Poland,manoalus.lt
1082984030,2021-10-01,0.0,"","",Sundae: Belgian Waffle,Stout - Pastry,5.4,Browar NOOK,Poland,manoalus.lt
1082984052,2021-10-01,0.0,"","",Orchard,Fruit Beer,7.0,Brokreacja,Poland,manoalus.lt
1082984214,2021-10-01,0.0,"","","BiHop - Plazma #2",IPA - Farmhouse,6.5,Browar Gwarek,Poland,manoalus.lt
1082988991,2021-10-01,3.0,"","",Lindprii,Pale Ale - International,5.0,Koch Brewery,Estonia,Katedros aikštė | Cathedral Square (Katedros aikštė)
1082993542,2021-10-01,2.8,"","",Humulupu IPA,IPA - American,5.0,Panevėžio Alus,Lithuania,"Artistai, live music pub"
1082996078,2021-10-01,3.8,"","",NO NIIN,IPA - New England,6.4,Tanker Brewery,Estonia,McCann Vilnius
